"""ID#""",Balance,Tier_Level,Miles_Per_Bonus_Transaction,Overall_Engagement_Score,Cluster
ID#,126947,Gold_Tier,1175,12,1
ID#,126886,Gold_Tier,536,17,1
ID#,126873,Gold_Tier,2987,42,1
ID#,126787,Gold_Tier,2060,17,1
ID#,126701,Gold_Tier,1375,15,1
ID#,126680,Gold_Tier,467,349,4
ID#,126555,Gold_Tier,2171,19,1
ID#,126490,Gold_Tier,587,135,4
ID#,126484,Gold_Tier,457,123,4
ID#,126409,Gold_Tier,2189,13,1
ID#,126167,Gold_Tier,12677,15,0
ID#,126148,Gold_Tier,784,8,1
ID#,126028,Gold_Tier,1261,29,1
ID#,125948,Gold_Tier,1010,15,1
ID#,125679,Gold_Tier,2524,37,1
ID#,125465,Gold_Tier,1638,9,1
ID#,125274,Gold_Tier,787,24,1
ID#,125077,Gold_Tier,1562,14,1
ID#,124979,Gold_Tier,1019,14,1
ID#,124869,Gold_Tier,1882,16,1
ID#,124837,Gold_Tier,628,57,1
ID#,124775,Gold_Tier,1445,28,1
ID#,124681,Gold_Tier,599,89,1
ID#,124564,Gold_Tier,848,13,1
ID#,124430,Gold_Tier,913,97,1
ID#,124198,Gold_Tier,2883,123,4
ID#,124030,Gold_Tier,3849,16,0
ID#,124027,Gold_Tier,724,12,1
ID#,124004,Gold_Tier,831,12,1
ID#,123867,Gold_Tier,1488,17,1
ID#,123842,Gold_Tier,1735,14,1
ID#,123759,Gold_Tier,2198,73,1
ID#,123646,Gold_Tier,415,320,4
ID#,123516,Gold_Tier,7759,51,0
ID#,123430,Gold_Tier,2940,17,1
ID#,123370,Gold_Tier,467,16,2
ID#,123313,Gold_Tier,2106,15,1
ID#,123055,Gold_Tier,2312,25,1
ID#,122928,Gold_Tier,872,14,1
ID#,122904,Gold_Tier,1780,61,1
ID#,122705,Gold_Tier,1614,15,1
ID#,122700,Gold_Tier,1431,13,1
ID#,122545,Gold_Tier,67,14,2
ID#,122506,Gold_Tier,1617,13,1
ID#,122488,Gold_Tier,164,177,4
ID#,122164,Gold_Tier,621,16,1
ID#,121992,Gold_Tier,800,24,1
ID#,121853,Gold_Tier,1006,58,1
ID#,121779,Gold_Tier,1166,23,1
ID#,121688,Gold_Tier,2108,15,1
ID#,121639,Gold_Tier,9612,7,0
ID#,121395,Gold_Tier,621,28,1
ID#,121390,Gold_Tier,2125,4,1
ID#,121260,Gold_Tier,1027,18,1
ID#,121156,Gold_Tier,2040,26,1
ID#,120945,Gold_Tier,1075,24,1
ID#,120941,Gold_Tier,2014,21,1
ID#,120860,Gold_Tier,2000,1,1
ID#,120700,Gold_Tier,3254,27,1
ID#,120622,Gold_Tier,1833,24,1
ID#,120576,Gold_Tier,2557,43,1
ID#,120576,Gold_Tier,2616,14,1
ID#,120476,Gold_Tier,671,14,1
ID#,120462,Gold_Tier,1166,29,1
ID#,120447,Gold_Tier,3586,25,1
ID#,120345,Gold_Tier,2254,37,1
ID#,120152,Gold_Tier,231,287,4
ID#,120073,Gold_Tier,428,29,2
ID#,119977,Gold_Tier,579,56,1
ID#,119932,Gold_Tier,863,136,4
ID#,119735,Gold_Tier,1319,37,1
ID#,119676,Gold_Tier,137,44,2
ID#,119531,Gold_Tier,1407,53,1
ID#,119340,Gold_Tier,80,55,2
ID#,119239,Gold_Tier,2424,25,1
ID#,119214,Gold_Tier,626,16,2
ID#,119214,Gold_Tier,853,193,4
ID#,119180,Gold_Tier,463,80,1
ID#,119082,Gold_Tier,248,157,4
ID#,118940,Gold_Tier,2117,27,1
ID#,118934,Gold_Tier,1789,207,4
ID#,118844,Gold_Tier,1690,37,1
ID#,118601,Gold_Tier,2696,19,1
ID#,118572,Gold_Tier,1127,19,1
ID#,118531,Gold_Tier,1173,38,1
ID#,118487,Gold_Tier,242,14,2
ID#,118415,Gold_Tier,447,20,2
ID#,118177,Gold_Tier,1161,28,1
ID#,118141,Gold_Tier,4229,11,0
ID#,118079,Gold_Tier,2706,26,1
ID#,118067,Gold_Tier,726,12,1
ID#,117860,Gold_Tier,4183,15,0
ID#,117852,Gold_Tier,543,151,4
ID#,117670,Gold_Tier,2791,29,1
ID#,117623,Gold_Tier,3330,86,1
ID#,117543,Gold_Tier,1540,41,1
ID#,117329,Gold_Tier,586,11,2
ID#,117290,Gold_Tier,219,8,2
ID#,117240,Gold_Tier,400,23,2
ID#,117120,Gold_Tier,2428,27,1
ID#,116923,Gold_Tier,1408,50,1
ID#,116288,Gold_Tier,3615,18,1
ID#,115655,Gold_Tier,3093,31,1
ID#,115591,Gold_Tier,475,180,4
ID#,115533,Gold_Tier,591,15,2
ID#,115385,Gold_Tier,392,85,1
ID#,115215,Gold_Tier,832,7,1
ID#,115197,Gold_Tier,734,24,1
ID#,115161,Gold_Tier,502,168,4
ID#,115154,Gold_Tier,792,27,1
ID#,114949,Gold_Tier,3630,44,1
ID#,114932,Gold_Tier,242,133,4
ID#,114868,Gold_Tier,2090,22,1
ID#,114719,Gold_Tier,0,0,2
ID#,114713,Gold_Tier,396,18,2
ID#,114549,Gold_Tier,1250,24,1
ID#,114508,Gold_Tier,1361,102,1
ID#,114376,Gold_Tier,2263,15,1
ID#,114356,Gold_Tier,1950,14,1
ID#,114070,Gold_Tier,678,34,1
ID#,114067,Gold_Tier,1850,23,1
ID#,114037,Gold_Tier,2000,17,1
ID#,113758,Gold_Tier,901,14,1
ID#,113731,Gold_Tier,340,45,2
ID#,113683,Gold_Tier,985,12,1
ID#,113183,Gold_Tier,525,58,1
ID#,113113,Gold_Tier,825,13,1
ID#,112969,Gold_Tier,1081,7,1
ID#,112891,Gold_Tier,500,11,2
ID#,112843,Gold_Tier,1152,14,1
ID#,112501,Gold_Tier,1740,11,1
ID#,112345,Gold_Tier,2617,14,1
ID#,112197,Gold_Tier,2006,16,1
ID#,112164,Gold_Tier,1200,14,1
ID#,112013,Gold_Tier,1781,14,1
ID#,111897,Gold_Tier,1052,14,1
ID#,111793,Gold_Tier,500,1,2
ID#,111442,Gold_Tier,1598,19,1
ID#,111384,Gold_Tier,1904,14,1
ID#,111157,Gold_Tier,1730,19,1
ID#,111072,Gold_Tier,2659,29,1
ID#,111064,Gold_Tier,1814,67,1
ID#,111041,Gold_Tier,854,12,1
ID#,110980,Gold_Tier,1612,48,1
ID#,110893,Gold_Tier,775,6,2
ID#,110839,Gold_Tier,731,254,4
ID#,110628,Gold_Tier,4904,13,0
ID#,110480,Gold_Tier,2008,32,1
ID#,110277,Gold_Tier,2061,48,1
ID#,110247,Gold_Tier,855,16,1
ID#,110132,Gold_Tier,3800,5,0
ID#,109790,Gold_Tier,4027,4,0
ID#,109649,Gold_Tier,1702,13,1
ID#,109640,Gold_Tier,1762,208,4
ID#,109625,Gold_Tier,3335,29,1
ID#,109618,Gold_Tier,1287,11,1
ID#,109532,Gold_Tier,2416,313,4
ID#,109505,Gold_Tier,685,23,1
ID#,109441,Gold_Tier,650,90,1
ID#,109416,Gold_Tier,1888,89,1
ID#,109380,Gold_Tier,471,16,2
ID#,109268,Gold_Tier,435,27,2
ID#,109248,Gold_Tier,620,11,2
ID#,109133,Gold_Tier,1336,16,1
ID#,109131,Gold_Tier,1028,27,1
ID#,109114,Gold_Tier,1183,27,1
ID#,109103,Gold_Tier,725,267,4
ID#,109087,Gold_Tier,653,16,2
ID#,108950,Gold_Tier,366,99,1
ID#,108904,Gold_Tier,1172,17,1
ID#,108616,Gold_Tier,2805,13,1
ID#,108395,Gold_Tier,1074,8,1
ID#,108341,Gold_Tier,936,21,1
ID#,108137,Gold_Tier,1273,55,1
ID#,108100,Gold_Tier,2653,37,1
ID#,108081,Gold_Tier,9041,24,0
ID#,107707,Gold_Tier,776,145,4
ID#,107360,Gold_Tier,1042,15,1
ID#,107333,Gold_Tier,874,45,1
ID#,106961,Gold_Tier,387,39,2
ID#,106921,Gold_Tier,2051,13,1
ID#,106773,Gold_Tier,1290,90,1
ID#,106757,Gold_Tier,3941,13,0
ID#,106509,Gold_Tier,159,7,2
ID#,106471,Gold_Tier,1688,15,1
ID#,106378,Gold_Tier,4000,14,0
ID#,106309,Gold_Tier,994,62,1
ID#,106234,Gold_Tier,429,26,2
ID#,106155,Gold_Tier,0,0,2
ID#,106115,Gold_Tier,771,31,1
ID#,105957,Gold_Tier,406,12,2
ID#,105898,Gold_Tier,888,45,1
ID#,105769,Gold_Tier,1443,16,1
ID#,105737,Gold_Tier,5517,13,0
ID#,105683,Gold_Tier,1669,17,1
ID#,105665,Gold_Tier,2402,13,1
ID#,105588,Gold_Tier,7657,3,0
ID#,105579,Gold_Tier,1361,12,1
ID#,105547,Gold_Tier,960,36,1
ID#,105544,Gold_Tier,1937,26,1
ID#,105458,Gold_Tier,187,24,2
ID#,105423,Gold_Tier,1485,14,1
ID#,105294,Gold_Tier,2164,76,1
ID#,105249,Gold_Tier,2406,15,1
ID#,105166,Gold_Tier,1711,22,1
ID#,105160,Gold_Tier,974,21,1
ID#,104860,Gold_Tier,1015,58,1
ID#,104824,Gold_Tier,972,15,1
ID#,104670,Gold_Tier,332,12,2
ID#,104665,Gold_Tier,795,12,2
ID#,104656,Gold_Tier,1666,3,1
ID#,104632,Gold_Tier,2670,80,1
ID#,104523,Gold_Tier,2000,2,1
ID#,104442,Gold_Tier,1660,73,1
ID#,104338,Gold_Tier,2500,1,1
ID#,104307,Gold_Tier,2157,34,1
ID#,104245,Gold_Tier,3256,14,1
ID#,104052,Gold_Tier,501,12,2
ID#,103993,Gold_Tier,1088,23,1
ID#,103891,Gold_Tier,6693,51,0
ID#,103888,Gold_Tier,1459,33,1
ID#,103809,Gold_Tier,1198,14,1
ID#,103796,Gold_Tier,2435,36,1
ID#,103645,Gold_Tier,1150,23,1
ID#,103615,Gold_Tier,911,125,4
ID#,103586,Gold_Tier,571,67,1
ID#,103302,Gold_Tier,2434,52,1
ID#,103240,Gold_Tier,1538,39,1
ID#,103215,Gold_Tier,1194,14,1
ID#,103203,Gold_Tier,800,24,1
ID#,103200,Gold_Tier,500,11,2
ID#,103172,Gold_Tier,1041,3,1
ID#,102942,Gold_Tier,3154,18,1
ID#,102803,Gold_Tier,4530,20,0
ID#,102669,Gold_Tier,482,34,2
ID#,102570,Gold_Tier,3525,20,1
ID#,102373,Gold_Tier,2036,173,4
ID#,102339,Gold_Tier,2499,19,1
ID#,102230,Gold_Tier,681,15,2
ID#,102083,Gold_Tier,927,34,1
ID#,102062,Gold_Tier,2765,16,1
ID#,101901,Gold_Tier,813,32,1
ID#,101772,Gold_Tier,1557,37,1
ID#,101632,Gold_Tier,3475,14,1
ID#,101464,Gold_Tier,1123,13,1
ID#,101431,Gold_Tier,2621,19,1
ID#,101397,Gold_Tier,1597,12,1
ID#,101290,Gold_Tier,1539,32,1
ID#,101101,Gold_Tier,986,71,1
ID#,101089,Gold_Tier,1382,17,1
ID#,101057,Gold_Tier,1240,101,1
ID#,100992,Gold_Tier,509,36,2
ID#,100649,Gold_Tier,1333,13,1
ID#,100640,Gold_Tier,950,58,1
ID#,100634,Gold_Tier,2488,148,4
ID#,100443,Gold_Tier,606,21,2
ID#,100069,Gold_Tier,1441,13,1
ID#,99704,Gold_Tier,1312,12,1
ID#,99502,Gold_Tier,702,48,1
ID#,99405,Gold_Tier,1286,101,1
ID#,99336,Gold_Tier,1013,24,1
ID#,99293,Gold_Tier,3523,43,1
ID#,99226,Gold_Tier,483,12,2
ID#,99196,Gold_Tier,1770,16,1
ID#,98895,Gold_Tier,5277,27,0
ID#,98753,Gold_Tier,295,5,2
ID#,98722,Gold_Tier,948,29,1
ID#,98608,Gold_Tier,80,12,2
ID#,98604,Gold_Tier,1166,15,1
ID#,98472,Gold_Tier,2764,325,4
ID#,98343,Gold_Tier,1997,16,1
ID#,98339,Gold_Tier,1256,13,1
ID#,98232,Gold_Tier,4049,24,0
ID#,98224,Gold_Tier,506,11,2
ID#,98213,Gold_Tier,2345,29,1
ID#,98151,Gold_Tier,3528,21,1
ID#,98006,Gold_Tier,2317,50,1
ID#,97768,Gold_Tier,2056,13,1
ID#,97763,Gold_Tier,222,9,2
ID#,97752,Gold_Tier,1665,66,1
ID#,97752,Gold_Tier,367,10,2
ID#,97750,Gold_Tier,788,36,1
ID#,97606,Gold_Tier,1790,24,1
ID#,97535,Gold_Tier,0,0,2
ID#,97510,Gold_Tier,1404,311,4
ID#,97486,Gold_Tier,1513,15,1
ID#,97424,Gold_Tier,3752,17,0
ID#,97416,Gold_Tier,2195,29,1
ID#,97391,Gold_Tier,3287,8,1
ID#,97349,Gold_Tier,3055,14,1
ID#,97193,Gold_Tier,1111,12,1
ID#,97155,Gold_Tier,3334,3,1
ID#,97131,Gold_Tier,1753,49,1
ID#,97099,Gold_Tier,301,71,1
ID#,96988,Gold_Tier,554,14,2
ID#,96827,Gold_Tier,636,189,4
ID#,96714,Gold_Tier,1135,15,1
ID#,96627,Gold_Tier,1886,116,4
ID#,96610,Gold_Tier,3013,22,1
ID#,96522,Gold_Tier,3216,19,1
ID#,96490,Gold_Tier,2000,1,1
ID#,96477,Gold_Tier,229,13,2
ID#,96387,Gold_Tier,2175,20,1
ID#,96179,Gold_Tier,2290,34,1
ID#,96154,Gold_Tier,470,15,2
ID#,96098,Gold_Tier,3125,4,1
ID#,96053,Gold_Tier,366,66,1
ID#,96031,Gold_Tier,2218,21,1
ID#,96026,Gold_Tier,1351,19,1
ID#,95989,Gold_Tier,3071,70,1
ID#,95982,Gold_Tier,1210,3,1
ID#,95925,Gold_Tier,333,42,2
ID#,95916,Gold_Tier,1076,11,1
ID#,95783,Gold_Tier,1115,13,1
ID#,95759,Gold_Tier,766,92,1
ID#,95728,Gold_Tier,4007,14,0
ID#,95658,Gold_Tier,292,18,2
ID#,95656,Gold_Tier,2320,27,1
ID#,95595,Gold_Tier,861,14,2
ID#,95537,Gold_Tier,1719,27,1
ID#,95305,Gold_Tier,245,13,2
ID#,95207,Gold_Tier,1021,110,1
ID#,95118,Gold_Tier,1008,93,1
ID#,95109,Gold_Tier,3268,8,1
ID#,95100,Gold_Tier,416,33,2
ID#,94938,Gold_Tier,619,21,2
ID#,94896,Gold_Tier,2541,25,1
ID#,94875,Gold_Tier,2332,95,1
ID#,94544,Gold_Tier,13978,18,0
ID#,94272,Gold_Tier,693,16,2
ID#,94222,Gold_Tier,2170,24,1
ID#,94201,Gold_Tier,1658,13,1
ID#,94167,Gold_Tier,1625,14,1
ID#,94105,Gold_Tier,100,1,2
ID#,94022,Gold_Tier,184,14,2
ID#,94016,Gold_Tier,795,6,2
ID#,93971,Gold_Tier,2819,52,1
ID#,93848,Gold_Tier,400,34,2
ID#,93743,Gold_Tier,172,57,2
ID#,93700,Gold_Tier,4196,14,0
ID#,93473,Gold_Tier,1350,15,1
ID#,93371,Gold_Tier,2766,20,1
ID#,93319,Gold_Tier,90,13,2
ID#,93264,Gold_Tier,171,19,2
ID#,93198,Gold_Tier,1606,18,1
ID#,93191,Gold_Tier,615,87,1
ID#,93154,Gold_Tier,1464,21,1
ID#,93148,Gold_Tier,432,18,2
ID#,93045,Gold_Tier,1175,15,1
ID#,93028,Gold_Tier,1858,22,1
ID#,92905,Gold_Tier,176,10,2
ID#,92875,Gold_Tier,4356,14,0
ID#,92859,Gold_Tier,2225,15,1
ID#,92843,Gold_Tier,953,289,4
ID#,92800,Gold_Tier,2697,33,1
ID#,92646,Gold_Tier,1698,16,1
ID#,92641,Gold_Tier,877,6,2
ID#,92551,Gold_Tier,1058,23,1
ID#,92533,Gold_Tier,555,44,2
ID#,92492,Gold_Tier,1838,6,1
ID#,92406,Gold_Tier,361,46,2
ID#,92402,Gold_Tier,2916,14,1
ID#,92336,Gold_Tier,1869,6,1
ID#,92225,Gold_Tier,2540,29,1
ID#,92097,Gold_Tier,2556,38,1
ID#,91974,Gold_Tier,1067,28,1
ID#,91939,Gold_Tier,155,8,2
ID#,91935,Gold_Tier,975,18,1
ID#,91813,Gold_Tier,790,51,1
ID#,91755,Gold_Tier,628,38,2
ID#,91736,Gold_Tier,1908,14,1
ID#,91716,Gold_Tier,581,12,2
ID#,91670,Gold_Tier,2834,37,1
ID#,91605,Gold_Tier,2102,18,1
ID#,91473,Gold_Tier,1612,17,1
ID#,91296,Gold_Tier,1191,16,1
ID#,91259,Gold_Tier,5050,12,0
ID#,91237,Gold_Tier,3033,26,1
ID#,91048,Gold_Tier,2579,30,1
ID#,90919,Gold_Tier,2613,17,1
ID#,90855,Gold_Tier,1845,13,1
ID#,90666,Gold_Tier,2319,14,1
ID#,90526,Gold_Tier,222,9,2
ID#,90332,Gold_Tier,513,25,2
ID#,90307,Gold_Tier,1050,23,1
ID#,89999,Gold_Tier,899,13,2
ID#,89945,Gold_Tier,888,26,1
ID#,89876,Gold_Tier,3036,17,1
ID#,89840,Gold_Tier,503,14,2
ID#,89835,Gold_Tier,823,11,2
ID#,89761,Gold_Tier,920,13,2
ID#,89742,Gold_Tier,3005,13,1
ID#,89708,Gold_Tier,2000,4,1
ID#,89668,Gold_Tier,2080,14,1
ID#,89576,Gold_Tier,1355,15,1
ID#,89527,Gold_Tier,1586,14,1
ID#,89480,Gold_Tier,736,34,2
ID#,89430,Gold_Tier,1350,18,1
ID#,89413,Gold_Tier,1174,21,1
ID#,89237,Gold_Tier,2092,18,1
ID#,89222,Gold_Tier,0,0,2
ID#,89112,Gold_Tier,988,29,1
ID#,89094,Gold_Tier,4297,13,0
ID#,88929,Gold_Tier,2246,40,1
ID#,88918,Gold_Tier,395,14,2
ID#,88702,Gold_Tier,740,23,2
ID#,88668,Gold_Tier,659,25,2
ID#,88563,Gold_Tier,1570,27,1
ID#,88500,Gold_Tier,1250,2,1
ID#,88449,Gold_Tier,633,68,1
ID#,88443,Gold_Tier,400,33,2
ID#,88404,Gold_Tier,1286,39,1
ID#,88232,Gold_Tier,2310,35,1
ID#,88192,Gold_Tier,2174,32,1
ID#,88177,Gold_Tier,2814,29,1
ID#,88122,Gold_Tier,1492,13,1
ID#,88093,Gold_Tier,1193,23,1
ID#,87938,Gold_Tier,5634,2,0
ID#,87851,Gold_Tier,1704,17,1
ID#,87692,Gold_Tier,385,16,2
ID#,87633,Gold_Tier,1871,127,4
ID#,87553,Gold_Tier,1120,14,1
ID#,87507,Gold_Tier,932,19,2
ID#,87474,Gold_Tier,305,15,2
ID#,87402,Gold_Tier,1985,21,1
ID#,87366,Gold_Tier,1125,16,1
ID#,87293,Gold_Tier,1269,37,1
ID#,87282,Gold_Tier,1348,10,1
ID#,86913,Gold_Tier,3950,6,0
ID#,86853,Gold_Tier,2013,31,1
ID#,86638,Gold_Tier,3527,13,1
ID#,86588,Gold_Tier,1134,4,2
ID#,86533,Gold_Tier,925,24,2
ID#,86520,Gold_Tier,3222,40,1
ID#,86511,Gold_Tier,833,46,1
ID#,86500,Gold_Tier,2587,20,1
ID#,86380,Gold_Tier,4500,3,0
ID#,86345,Gold_Tier,838,36,1
ID#,86341,Gold_Tier,1311,16,1
ID#,86285,Gold_Tier,4376,14,0
ID#,86273,Gold_Tier,2353,25,1
ID#,86150,Gold_Tier,223,44,2
ID#,86143,Gold_Tier,2695,21,1
ID#,86112,Gold_Tier,1614,22,1
ID#,86069,Gold_Tier,1680,21,1
ID#,86011,Gold_Tier,1764,18,1
ID#,85955,Gold_Tier,1554,42,1
ID#,85884,Gold_Tier,860,9,2
ID#,85826,Gold_Tier,1161,29,1
ID#,85823,Gold_Tier,0,0,2
ID#,85751,Gold_Tier,1917,14,1
ID#,85696,Gold_Tier,1328,14,1
ID#,85496,Gold_Tier,399,67,2
ID#,85412,Gold_Tier,1568,26,1
ID#,85346,Gold_Tier,945,3,2
ID#,85156,Gold_Tier,26,5,2
ID#,85071,Gold_Tier,1650,4,1
ID#,85036,Gold_Tier,2086,21,1
ID#,84979,Gold_Tier,2293,16,1
ID#,84949,Gold_Tier,2790,15,1
ID#,84914,Gold_Tier,1099,25,1
ID#,84868,Gold_Tier,2212,15,1
ID#,84856,Gold_Tier,530,13,2
ID#,84785,Gold_Tier,326,14,2
ID#,84700,Gold_Tier,796,17,2
ID#,84674,Gold_Tier,3309,24,1
ID#,84633,Gold_Tier,1077,10,2
ID#,84631,Gold_Tier,1200,17,1
ID#,84516,Gold_Tier,1514,15,1
ID#,84409,Gold_Tier,964,56,1
ID#,84305,Gold_Tier,5262,15,0
ID#,84179,Gold_Tier,1178,19,1
ID#,84148,Gold_Tier,12021,7,0
ID#,84126,Gold_Tier,532,111,4
ID#,84035,Gold_Tier,706,46,1
ID#,83848,Gold_Tier,2014,14,1
ID#,83811,Gold_Tier,1729,25,1
ID#,83781,Gold_Tier,1597,32,1
ID#,83651,Gold_Tier,822,48,1
ID#,83623,Gold_Tier,448,46,2
ID#,83590,Gold_Tier,168,22,2
ID#,83572,Gold_Tier,3744,77,1
ID#,83524,Gold_Tier,2397,18,1
ID#,83508,Gold_Tier,866,33,1
ID#,83276,Gold_Tier,2817,28,1
ID#,83237,Gold_Tier,1960,18,1
ID#,83217,Gold_Tier,919,4,2
ID#,83105,Gold_Tier,2324,58,1
ID#,83082,Gold_Tier,1246,23,1
ID#,83006,Gold_Tier,3474,13,1
ID#,82981,Gold_Tier,2393,64,1
ID#,82655,Gold_Tier,5321,39,0
ID#,82605,Gold_Tier,1536,15,1
ID#,82528,Gold_Tier,420,45,2
ID#,82497,Gold_Tier,0,0,2
ID#,82380,Gold_Tier,200,13,2
ID#,82352,Gold_Tier,320,18,2
ID#,82270,Gold_Tier,4102,6,0
ID#,82122,Gold_Tier,233,33,2
ID#,82120,Gold_Tier,2666,3,1
ID#,82114,Gold_Tier,3889,15,0
ID#,82078,Gold_Tier,4475,9,0
ID#,81974,Gold_Tier,2070,48,1
ID#,81960,Gold_Tier,1685,92,1
ID#,81952,Gold_Tier,2943,22,1
ID#,81871,Gold_Tier,1153,20,1
ID#,81866,Gold_Tier,2500,4,1
ID#,81552,Gold_Tier,962,8,2
ID#,81419,Gold_Tier,647,22,2
ID#,81380,Gold_Tier,2569,22,1
ID#,81300,Gold_Tier,750,35,2
ID#,81291,Gold_Tier,751,24,2
ID#,81251,Gold_Tier,3250,6,1
ID#,81171,Gold_Tier,925,14,2
ID#,81155,Gold_Tier,1217,41,1
ID#,81144,Gold_Tier,2039,17,1
ID#,81087,Gold_Tier,1580,12,1
ID#,81055,Gold_Tier,1024,14,2
ID#,80988,Gold_Tier,882,5,2
ID#,80906,Gold_Tier,1569,15,1
ID#,80737,Gold_Tier,569,15,2
ID#,80612,Gold_Tier,1616,20,1
ID#,80534,Gold_Tier,1218,17,1
ID#,80500,Gold_Tier,1023,16,2
ID#,80431,Gold_Tier,1075,12,2
ID#,80331,Gold_Tier,860,18,2
ID#,80272,Gold_Tier,2481,34,1
ID#,80250,Gold_Tier,447,2,2
ID#,80223,Gold_Tier,817,96,1
ID#,80214,Gold_Tier,500,11,2
ID#,80174,Gold_Tier,500,1,2
ID#,80154,Gold_Tier,3376,14,1
ID#,79903,Gold_Tier,507,103,1
ID#,79629,Gold_Tier,1275,12,1
ID#,79561,Gold_Tier,527,32,2
ID#,79500,Gold_Tier,1432,15,1
ID#,79479,Gold_Tier,1782,13,1
ID#,79333,Gold_Tier,500,33,2
ID#,79211,Gold_Tier,2626,14,1
ID#,79192,Gold_Tier,685,31,2
ID#,79020,Gold_Tier,342,10,2
ID#,78712,Gold_Tier,0,0,2
ID#,78629,Gold_Tier,1467,25,1
ID#,78462,Gold_Tier,1449,14,1
ID#,78317,Gold_Tier,979,145,4
ID#,78305,Gold_Tier,43,3,2
ID#,78268,Gold_Tier,474,23,2
ID#,78231,Gold_Tier,1475,13,1
ID#,78130,Gold_Tier,2483,35,1
ID#,78105,Gold_Tier,3526,14,1
ID#,78032,Gold_Tier,1045,23,2
ID#,78028,Gold_Tier,1511,24,1
ID#,77978,Gold_Tier,137,70,2
ID#,77965,Gold_Tier,1246,103,1
ID#,77930,Gold_Tier,1072,215,4
ID#,77814,Gold_Tier,2583,17,1
ID#,77814,Gold_Tier,1344,11,1
ID#,77753,Gold_Tier,960,13,2
ID#,77709,Gold_Tier,1896,39,1
ID#,77699,Gold_Tier,3290,13,1
ID#,77540,Gold_Tier,1000,1,2
ID#,77523,Gold_Tier,2210,25,1
ID#,77382,Gold_Tier,380,13,2
ID#,77285,Gold_Tier,1995,32,1
ID#,77225,Gold_Tier,2043,15,1
ID#,77203,Gold_Tier,4176,16,0
ID#,77109,Gold_Tier,8571,7,0
ID#,77102,Gold_Tier,658,80,1
ID#,77097,Gold_Tier,1927,62,1
ID#,77067,Gold_Tier,2675,15,1
ID#,76938,Gold_Tier,1807,13,1
ID#,76933,Gold_Tier,1651,17,1
ID#,76909,Gold_Tier,1533,12,1
ID#,76742,Gold_Tier,1377,13,1
ID#,76737,Gold_Tier,1117,31,1
ID#,76702,Gold_Tier,1268,17,1
ID#,76660,Gold_Tier,1616,34,1
ID#,76659,Gold_Tier,0,0,2
ID#,76595,Gold_Tier,5288,12,0
ID#,76552,Gold_Tier,4166,36,0
ID#,76513,Gold_Tier,2829,16,1
ID#,76446,Gold_Tier,3753,17,0
ID#,76430,Gold_Tier,803,17,2
ID#,76387,Gold_Tier,512,7,2
ID#,76210,Gold_Tier,1308,109,1
ID#,76177,Gold_Tier,1995,16,1
ID#,76150,Gold_Tier,2171,17,1
ID#,76118,Gold_Tier,1930,61,1
ID#,76077,Gold_Tier,125,4,2
ID#,76060,Gold_Tier,1114,30,1
ID#,75971,Gold_Tier,2452,14,1
ID#,75949,Gold_Tier,238,4,2
ID#,75892,Gold_Tier,582,15,2
ID#,75684,Gold_Tier,3035,9,1
ID#,75680,Gold_Tier,1654,14,1
ID#,75556,Gold_Tier,465,6,2
ID#,75526,Gold_Tier,3315,14,1
ID#,75505,Gold_Tier,1814,27,1
ID#,75428,Gold_Tier,538,14,2
ID#,75413,Gold_Tier,1762,18,1
ID#,75303,Gold_Tier,4999,15,0
ID#,75288,Gold_Tier,1843,20,1
ID#,75279,Gold_Tier,255,21,2
ID#,75181,Gold_Tier,350,37,2
ID#,75179,Gold_Tier,507,2,2
ID#,75132,Gold_Tier,2304,53,1
ID#,75112,Gold_Tier,2538,24,1
ID#,75039,Gold_Tier,275,20,2
ID#,75027,Gold_Tier,463,13,2
ID#,74924,Gold_Tier,4588,13,0
ID#,74796,Gold_Tier,1314,25,1
ID#,74777,Gold_Tier,2578,8,1
ID#,74651,Gold_Tier,495,22,2
ID#,74645,Gold_Tier,2242,18,1
ID#,74579,Gold_Tier,418,91,1
ID#,74538,Gold_Tier,896,21,2
ID#,74531,Gold_Tier,642,47,2
ID#,74453,Gold_Tier,1833,3,1
ID#,74352,Gold_Tier,1191,15,1
ID#,74342,Gold_Tier,365,12,2
ID#,74331,Gold_Tier,1127,14,2
ID#,74280,Gold_Tier,1318,18,1
ID#,74147,Gold_Tier,519,26,2
ID#,74093,Gold_Tier,542,37,2
ID#,74073,Gold_Tier,1110,51,1
ID#,74072,Gold_Tier,1289,39,1
ID#,74007,Gold_Tier,712,13,2
ID#,73899,Gold_Tier,196,24,2
ID#,73852,Gold_Tier,0,0,2
ID#,73849,Gold_Tier,561,21,2
ID#,73836,Gold_Tier,3407,19,1
ID#,73811,Gold_Tier,1813,34,1
ID#,73640,Gold_Tier,728,14,2
ID#,73639,Gold_Tier,470,100,1
ID#,73601,Gold_Tier,358,76,2
ID#,73597,Gold_Tier,3180,8,1
ID#,73501,Gold_Tier,808,106,1
ID#,73378,Gold_Tier,971,14,2
ID#,73159,Gold_Tier,89,44,2
ID#,73102,Gold_Tier,907,20,2
ID#,73027,Gold_Tier,1789,19,1
ID#,73008,Gold_Tier,718,18,2
ID#,72962,Gold_Tier,1753,16,1
ID#,72812,Gold_Tier,995,27,2
ID#,72768,Gold_Tier,96,3,2
